app,content,cleaned_text,theme,subtheme,emotion,emotion_confidence
munchies,Dont use this app. Service is too bad.. And the worst delivery service i ever had in my life. I order at the slot before 3 pm i got my food at 5.20 This is ridiculous and when i tried to complain they put me hold for 15 minutes. Way to bad experience. Please i beg you dont use this app or their service. Horrendous experience,Dont use this app Service is too bad And the worst delivery service i ever had in my life I order at the slot before 3 pm i got my food at 5 20 This is ridiculous and when i tried to complain they put me hold for 15 minutes Way to bad experience Please i beg you dont use this app or their service Horrendous experience,Food Quality & Availability,Food or Restaurant Unavailable,anger,0.42442238330841064
munchies,Worst service ever. Didnt deliver in due time. Damage food during delivery.,Worst service ever Didnt deliver in due time Damage food during delivery,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.46499285101890564
munchies,Satisfied with service and price,Satisfied with service and price,Delivery Service,Quick Delivery,joy,0.8893389701843262
munchies,Please avail multiple restaurants in a single order!,Please avail multiple restaurants in a single order!,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.41482123732566833
munchies,Very bad service. They won't give delivery to maximum places,Very bad service They won t give delivery to maximum places,Delivery Service,Quick Delivery,disgust,0.4674892723560333
munchies,Good,Good,Food Quality & Availability,Good Food,neutral,0.49310538172721863
munchies,"This is the 3rd and last time I used this app. The first time, I received my food after 2.5 hours. Though it was a one-time mistake so order a 2nd time. Got the food in an hour. Tonight, even though the app showed 29-34 mins, it has been 1.5 hours. No food.",This is the 3rd and last time I used this app The first time I received my food after 2 5 hours Though it was a one time mistake so order a 2nd time Got the food in an hour Tonight even though the app showed 29 34 mins it has been 1 5 hours No food,Food Quality & Availability,Food or Restaurant Unavailable,surprise,0.4696146845817566
munchies,Delivery time is worst. It takes 1:30 hour+ time to deliver the order. Worst service ever seen,Delivery time is worst It takes 1 30 hour time to deliver the order Worst service ever seen,Delivery Service,Quick Delivery,disgust,0.899819552898407
munchies,Best platform for night cravings. Thanks to deliver my food faster at midnight.,Best platform for night cravings Thanks to deliver my food faster at midnight,Food Quality & Availability,Food or Restaurant Unavailable,joy,0.4489467740058899
munchies,Good,Good,Food Quality & Availability,Good Food,neutral,0.49310538172721863
munchies,Horrible Service!,Horrible Service!,Food Quality & Availability,Food or Restaurant Unavailable,fear,0.8678390979766846
munchies,Can't logged in through otp. They offers late night service but when you will try to login for purchasing something you need that time you can't do it. So poor service!!,Can t logged in through otp They offers late night service but when you will try to login for purchasing something you need that time you can t do it So poor service!!,Reliability & Technical Performance,OTP Failures,sadness,0.879324197769165
munchies,Worst app n worst service hate it just wasted my money,Worst app n worst service hate it just wasted my money,App Usability & UX,Beautiful App Design,anger,0.723985493183136
munchies,will not even let me login with my phone number its stuck in bangladesh +88,will not even let me login with my phone number its stuck in bangladesh 88,Delivery Service,No Live Tracking,sadness,0.7314288020133972
munchies,After selecting location still shows all the restaurant. How would I know which one are available in my area. Fix it soon,After selecting location still shows all the restaurant How would I know which one are available in my area Fix it soon,Delivery Service,No Live Tracking,neutral,0.5244985818862915
munchies,Poor service,Poor service,App Usability & UX,Poor Design & Layout,sadness,0.6956280469894409
munchies,Absolutely horrible. There is no update of my order. I have already paid through bkash. There is no way to contact the delivery man or the customer service.,Absolutely horrible There is no update of my order I have already paid through bkash There is no way to contact the delivery man or the customer service,Delivery Service,No Live Tracking,fear,0.8139805197715759
munchies,Poor,Poor,App Usability & UX,Poor Design & Layout,sadness,0.7823007702827454
munchies,I ordered food and the payment was in paid in online. Didn't get my food and the customer service was not replying or receiving any call. Such baad service.,I ordered food and the payment was in paid in online Didn t get my food and the customer service was not replying or receiving any call Such baad service,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.5759392976760864
munchies,Good service.,Good service,Food Quality & Availability,Good Food,neutral,0.8539659380912781
munchies,Very much initiative.,Very much initiative,Trust & Ethics,Mistrust in Transactions,neutral,0.8270218372344971
munchies,Amazing,Amazing,Trust & Ethics,Mistrust in Transactions,surprise,0.8688313961029053
munchies,"HORRIBLE! Got SCAMMED by restaurants on their platform, nothing was done even after complaining and explaining. Took my money through lies.",HORRIBLE! Got SCAMMED by restaurants on their platform nothing was done even after complaining and explaining Took my money through lies,Food Quality & Availability,Food or Restaurant Unavailable,anger,0.7967222929000854
munchies,The app doesn't work properly. It doesn't even have updates.,The app doesn t work properly It doesn t even have updates,App Usability & UX,Beautiful App Design,sadness,0.7994738221168518
munchies,"Poorly developed. The ""Confirm Address"" button does not work if I have not set the location from the map. There is a field for inputting the address, but it is not functioning as an input field. Instead, it is acting as a field for viewing the address on the map. Unfortunately, setting the location from the map does not provide the correct address, and I cannot even set it to the correct one. I have just wasted my time.",Poorly developed The Confirm Address button does not work if I have not set the location from the map There is a field for inputting the address but it is not functioning as an input field Instead it is acting as a field for viewing the address on the map Unfortunately setting the location from the map does not provide the correct address and I cannot even set it to the correct one I have just wasted my time,App Usability & UX,Poor Design & Layout,sadness,0.7134215831756592
munchies,Service was super but app is so bad. Can't enter.,Service was super but app is so bad Can t enter,App Usability & UX,Beautiful App Design,sadness,0.8451831340789795
munchies,Not open.. Just loading..,Not open Just loading,Delivery Service,No Live Tracking,neutral,0.822621762752533
munchies,"I tried to order several times from this app but failed. Everytime it says that the restaurant I chose does not deliver to my area. However, every restaurant I have picked says that they deliver all over Dhaka using Munchies. I even called the restaurants directly and asked them. They said I should call the Munchies Helpline and order directly there if the app isn't working. But no one picks up the call at the helpline. What's the point of a delivery app if I can't even order?!",I tried to order several times from this app but failed Everytime it says that the restaurant I chose does not deliver to my area However every restaurant I have picked says that they deliver all over Dhaka using Munchies I even called the restaurants directly and asked them They said I should call the Munchies Helpline and order directly there if the app isn t working But no one picks up the call at the helpline What s the point of a delivery app if I can t even order?!,Delivery Service,No Live Tracking,sadness,0.4151298701763153
